Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Algeria,DZA,Rural population (% of total population),SP.RUR.TOTL.ZS,32.2655992492422,31.6578741446325,31.0536163920723,30.4531234842385,29.8566929138388,29.2646221736149,28.6772087563449,28.094750154847,27.5175438619825,26.9458873706605,26.3800781738427,25.8204137645486,25.267191635862,24.7207092809382
Algeria,DZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,96.5113,99.6853,102.871,110.44,108.016,115.154,109.97,110.938,104.922,103.437,105.037,107.787,111.606,..
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,125551634704.473,143572907527.976,148845200696.792,153449860496.402,102543067840.732,59878249719.3279,84376935689.3366,89512794227.495,80734428592.5368,58852456453.8769,79559543805.2963,131212208930.344,107167747140.127,100998916781.079
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.59386960240222,8.50312283866612,4.88306129688392,4.65572356315585,0.763177710914789,-1.70053036291208,-0.149396225571834,-0.59441122698307,-0.204680245744115,-4.04244724639663,2.10275251923413,4.21600258475137,1.26330814020108,4.42390664406875
Angola,AGO,"Population, total",SP.POP.TOTL,24218352,25177394,26165620,27160769,28157798,29183070,30234839,31297155,32375632,33451132,34532429,35635029,36749906,37885849
Angola,AGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.8431610396073,61.5114223949332,62.1333075212361,62.723115793241,63.51567832685,64.2992302517989,65.0850525086068,65.8732136723372,66.6637823180533,67.4568270208187,68.2524163556969,69.0506188977513,69.8515032220457,70.6551379036435
Angola,AGO,Rural population (% of total population),SP.RUR.TOTL.ZS,39.1568389603927,38.4885776050668,37.8666924787639,37.276884206759,36.48432167315,35.7007697482011,34.9149474913932,34.1267863276628,33.3362176819467,32.5431729791813,31.7475836443031,30.9493811022487,30.1484967779543,29.3448620963565
Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,49.8515,50.7801,50.7735,51.7384,49.3097,44.5502,44.0682,42.4589,45.8065,43.7804,44.3869,66.6008,70.052,..
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,29914680851.0638,31963404255.3191,33823324468.0851,34772526595.7447,32523297872.3404,33884680851.0638,37204813829.7872,39567978723.4043,40446808510.6383,35837632978.7234,40840212765.9574,46458191489.3617,46192260638.2979,47109734308.5106
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.92815791170796,3.80302899043062,5.29262224906203,4.30885692657077,2.50787205267615,3.81499327422425,4.95383534123657,2.05258864979861,2.05287774418655,-5.9113629524152,4.35004091668986,6.18016125475185,3.87811614845566,2.60379670648454
Bahrain,BHR,"Population, total",SP.POP.TOTL,1195020,1208964,1253191,1314562,1370322,1423726,1501116,1503091,1483756,1472204,1504365,1524693,1577059,1588670
Bahrain,BHR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bahrain,BHR,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,140.351,174.62,175.802,177.4,183.92,209.489,159.547,139.735,129.143,119.412,128.079,139.636,153.9,..
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,10693321363.6574,11141358115.8991,12517845123.9315,13284527846.9081,11388160996.7738,11821065853.3838,12701655836.9467,14262408089.9261,14391686313.4641,15686741883.934,17687623530.3355,17425405090.862,19673291004.1444,21482643706.4249
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.96375291904201,4.811223315688,7.19143372144946,6.35767909791932,1.77815106030278,3.33967342629693,5.67156195150444,6.69725362180888,6.86568662848335,3.84879240030133,7.1554516457574,6.25294705373625,6.3527773854442,7.45311566226201
Benin,BEN,"Population, total",SP.POP.TOTL,10093623,10397657,10708834,11030004,11360681,11697842,12039780,12383347,12726755,13070169,13413417,13759501,14111034,14462724
Benin,BEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.4616136137276,44.0475065829838,44.6502883669319,45.2880529235999,45.9407403257663,46.6094559006664,47.2942774880391,47.9952829275963,48.7125500590248,49.4461567219896,50.1961807561354,50.9627000010887,51.7457922964593,52.5455354818423
Benin,BEN,Rural population (% of total population),SP.RUR.TOTL.ZS,56.5383863862724,55.9524934170162,55.3497116330681,54.7119470764001,54.0592596742337,53.3905440993336,52.7057225119609,52.0047170724037,51.2874499409752,50.5538432780104,49.8038192438646,49.0372999989113,48.2542077035407,47.4544645181577
Benin,BEN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,76.9318,80.8629,89.9019,78.517,82.0193,76.0182,72.8671,76.408,81.3235,85.2391,94.9183,105.745,116.036,..
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,15110643612.1729,13907464500.1489,14271738933.2042,15470088500.7414,13530748844.505,15082637184.0496,16105155856.7708,17031943186.1353,16725908148.5481,14960251607.8135,18750182236.2211,20321150599.1523,19411266967.1044,19402063512.9066
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.83841052493574,-0.170857099335691,11.1029068737822,5.69714422072884,-4.85132507409779,7.20442475914267,4.11437856445083,4.18869237159223,3.0317733945467,-8.72888243996397,11.9162724376008,5.48601706446772,3.20806812224438,-2.98986879467928
Botswana,BWA,"Population, total",SP.POP.TOTL,2073535,2108617,2140682,2172044,2203273,2234776,2266747,2299141,2332083,2365894,2401441,2439892,2480244,2521139
Botswana,BWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.0187810722889,64.3993247826904,64.7579735458393,65.0965122400825,65.4103584313295,65.6949296854899,65.9456435684731,66.1579176461888,66.3271694845464,66.4488166494554,66.5182767068255,66.5889787170477,67.0212655349864,67.4623537838418
Botswana,BWA,Rural population (% of total population),SP.RUR.TOTL.ZS,35.9812189277111,35.6006752173096,35.2420264541607,34.9034877599175,34.5896415686705,34.3050703145101,34.0543564315269,33.8420823538112,33.6728305154536,33.5511833505446,33.4817232931745,33.4110212829523,32.9787344650136,32.5376462161582
Botswana,BWA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,139.87,146.149,151.671,157.018,157.735,147.173,142.962,147.065,160.662,161.859,173.252,178.205,179.027,..
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,12080295977.5632,12561015156.5683,13444300485.8412,13943016076.7436,11832159315.6298,12833363045.3367,14106955615.3442,15890066221.2882,16032813503.3707,17725010532.5268,19697516284.3787,18622421394.6133,20112614449.2039,23124729853.0218
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.62256261306693,6.45267237953146,5.79258484509867,4.32684561452976,3.9212287937935,5.95797670754024,6.20348941121868,6.60456906812341,5.88920497068135,2.01077262406221,6.94252492572348,1.62673258211919,3.00027415814125,4.79980951667159
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,16661908,17172287,17695409,18229461,18777487,19334856,19894407,20438288,20961952,21478690,21995243,22509038,23025776,23548781
Burkina Faso,BFA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,24.4682976845657,24.8001912059054,25.106116148748,25.3814155996643,25.621432645225,25.821510372001,25.9769918665632,26.0832202154822,26.1187254401157,26.3578373628627,26.8114307743017,27.2791369742712,27.7872478365158,28.3352514896662
Burkina Faso,BFA,Rural population (% of total population),SP.RUR.TOTL.ZS,75.5317023154343,75.1998087940946,74.893883851252,74.6185844003357,74.378567354775,74.178489627999,74.0230081334368,73.9167797845178,73.8812745598843,73.6421626371373,73.1885692256983,72.7208630257288,72.2127521634842,71.6647485103338
Burkina Faso,BFA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,46.1058,58.0942,63.5243,68.5396,76.9373,79.6698,90.2081,94.622,97.1499,102.973,112.198,119.463,..,..
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,2235812879.56709,2327402362.81574,2451624637.67157,2705826648.21019,2810532912.49975,2618093125.14687,2831362208.34039,2913411408.44783,2871555326.31029,3227847281.31544,3435598072.7935,4036192552.88879,3430949249.91221,3082433067.32634
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.02442793864228,4.42303118490126,4.92392485117456,4.24490803087248,-0.404525595204191,3.20017470604286,3.83185756925806,5.3422447312502,4.45934202358784,0.306443809481593,3.23707479823578,2.31770122223331,3.254768974261,4.11227376264944
Burundi,BDI,"Population, total",SP.POP.TOTL,9717978,10071028,10439341,10799785,11047580,11239451,11506762,11859446,12255336,12617036,12965481,13321097,13689450,14047786
Burundi,BDI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,11.5616652230006,12.2244596804615,12.9670962745892,13.7839781740413,14.6695085474754,15.6180905635494,16.6241273909209,17.6820221982475,18.786178154187,19.9309984273971,21.1108861865354,22.3202446002597,23.5534768372276,24.8302838651025
Burundi,BDI,Rural population (% of total population),SP.RUR.TOTL.ZS,88.4383347769994,87.7755403195385,87.0329037254108,86.2160218259587,85.3304914525246,84.3819094364506,83.3758726090791,82.3179778017525,81.213821845813,80.0690015726029,78.8891138134646,77.6797553997403,76.4465231627724,75.1697161348975
Burundi,BDI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,19.7015,22.3128,24.3007,29.5678,45.2379,47.6697,51.4533,53.2737,53.2996,52.5571,59.7008,56.26,63.1631,..
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,2046817987.20109,1913081210.41411,2028910915.16446,2041930125.42979,1749857620.35329,1849789985.99572,1996741539.95088,2205099506.99994,2252177124.32402,1821565613.68613,2051842618.70539,2247003344.34242,2504525548.71164,2725414150.72735
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.92471821338283,1.08364848376166,0.632136727385131,0.696666840118581,0.936026507808833,4.28071482662371,4.5513148102974,3.70696458310842,6.94782634051859,-20.8052758990735,7.03353010694514,15.843675684642,4.7947613911073,7.24388538990945
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,511447,511955,512225,512326,512394,512554,512893,513415,514104,514679,516649,519741,522331,524877
Cabo Verde,CPV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.7419929036884,63.7260454520996,64.7486207521826,65.8085112712742,66.9045094767116,68.0354078358316,69.1999988159713,70.3970748844677,71.6254285086577,72.8838521558784,74.1607930892827,75.033738060849,75.9064245753376,76.7721471004354
Cabo Verde,CPV,Rural population (% of total population),SP.RUR.TOTL.ZS,37.2580070963116,36.2739545479004,35.2513792478174,34.1914887287258,33.0954905232884,31.9645921641684,30.8000011840287,29.6029251155323,28.3745714913423,27.1161478441216,25.8392069107173,24.966261939151,24.0935754246624,23.2278528995646
Cabo Verde,CPV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,77.5113,83.0757,97.5075,119.724,119.336,117.442,119.374,118.876,115.868,105.839,114.231,113.247,113.023,..
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,30630910495.217,30155062329.2821,33728621180.3231,36386544706.0806,32210233020.4569,33814337044.3765,36098547033.1655,39955552189.795,39667757527.6578,40773241177.0505,45011937346.8384,44347206072.5513,48814501547.4313,53296694320.2057
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.37921128506045,4.62597872209571,4.99552916130783,5.71981814509198,5.66695298703932,4.53579423678801,3.54117654926007,3.95551423892049,3.47505998194981,0.259932915907115,3.33885747179505,3.7367840056412,3.34756290750219,3.52472308052245
Cameroon,CMR,"Population, total",SP.POP.TOTL,20232304,20809529,21402376,22059893,22763414,23454161,24128601,24806383,25506095,26210558,26915758,27632771,28372687,29123744
Cameroon,CMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.2229843034125,51.5887119982861,51.9475591877024,52.2993944376709,52.6440863142742,52.9815033836792,53.3115142121504,53.6339873660653,53.9487914119331,54.2557949164174,54.5548664463635,54.8458745688318,55.1286878511388,55.4031748609078
Cameroon,CMR,Rural population (% of total population),SP.RUR.TOTL.ZS,48.7770156965875,48.4112880017139,48.0524408122976,47.7006055623291,47.3559136857258,47.0184966163208,46.6884857878496,46.3660126339347,46.0512085880669,45.7442050835826,45.4451335536365,45.1541254311682,44.8713121488612,44.5968251390922
Cameroon,CMR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,51.831,62.9907,73.1912,77.24,79.7801,79.8046,83.4503,74.3995,83.9044,85.2722,80.8081,89.8274,96.4817,..
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2437982705.12093,2510126512.22831,1691544110.18543,1894813389.40325,1695825714.19282,1825018144.65595,2072349972.6818,2220979146.11241,2221301351.43918,2326720900.38047,2516498412.46384,2382618615.01694,2555492085.94725,2751494281.06887
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.19461533741989,5.05376125356918,-36.3919770983887,0.0810705153264877,4.33712103020231,4.75031684122342,4.52727821346231,3.78944359275462,3.09999999999999,0.899999996857062,0.982919996264229,0.453901876447787,0.69996840076054,1.49999999847535
Central African Republic,CAF,"Population, total",SP.POP.TOTL,4565021,4610848,4642419,4623182,4629320,4713663,4793511,4878657,4944703,5026628,5112100,5098039,5152421,5330690
Central African Republic,CAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.8030669465007,39.0301696038517,39.3042963482777,39.6226521868738,39.9824421267351,40.3808711749566,40.8151443386334,41.2824666248606,41.7800430407332,42.3050785933463,42.8547782897949,43.2751967457285,43.6983692134165,44.1243555638904
Central African Republic,CAF,Rural population (% of total population),SP.RUR.TOTL.ZS,61.1969330534993,60.9698303961483,60.6957036517223,60.3773478131262,60.0175578732649,59.6191288250434,59.1848556613666,58.7175333751394,58.2199569592668,57.6949214066537,57.1452217102051,56.7248032542715,56.3016307865835,55.8756444361096
Central African Republic,CAF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,21.7402,24.7918,29.3015,24.9962,26.8397,26.4836,24.5204,26.2216,32.2627,36.426,35.817,38.8218,..,..
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,16685349673.9957,17892228569.8861,17865316886.3315,18144336903.7175,14559599499.5011,13026289835.7789,13349041408.7152,15327000248.8701,14905517742.8454,14932897821.2387,16871937697.5854,17828508289.6049,18340233748.8805,19518819751.283
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.49542966941512,9.0618039227671,2.83821524768997,2.06283074347695,3.30415979759636,-4.12250332670322,-1.61746922760291,5.74111580758154,5.3828220290379,-0.393646583111035,0.29344264815208,4.12969897676332,3.98004368401293,4.19925854085865
Chad,TCD,"Population, total",SP.POP.TOTL,12754997,13210998,13691079,14188678,14647621,15114655,15622759,16156531,16685223,17224679,17828273,18455316,19319064,20299123
Chad,TCD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,21.9558736797638,22.1061904148178,22.2975929852391,22.5294513486009,22.8011258828974,23.1119734707179,23.461349471105,23.8486084924975,24.2731047386633,24.7341921795416,25.2312246423075,25.7635558629694,26.3305395171046,26.9315292389497
Chad,TCD,Rural population (% of total population),SP.RUR.TOTL.ZS,78.0441263202362,77.8938095851822,77.7024070147609,77.4705486513991,77.1988741171026,76.8880265292821,76.538650528895,76.1513915075025,75.7268952613367,75.2658078204584,74.7687753576925,74.2364441370306,73.6694604828954,73.0684707610503
Chad,TCD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,28.739,33.3229,33.3154,37.0123,37.3153,36.9556,40.7649,43.2279,45.9379,50.4343,58.0323,65.4378,70.1874,..
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1023086273.53336,1015843490.82374,1116224106.83728,1149587661.00693,966029600.862227,1012835493.19325,1077439756.59451,1178530633.24599,1187915408.87243,1218763671.26563,1272238390.85864,1222485532.31976,1326836543.00797,1440991455.45188
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.14356479211455,3.16835627559691,4.4661636979028,2.10666920560958,1.14747399397193,3.32039987961315,3.81570211280726,3.64259587408398,1.76070164655727,-0.195577456821965,2.0001921183449,2.60301031927843,2.99521564038136,3.3381010943571
Comoros,COM,"Population, total",SP.POP.TOTL,668056,681630,696192,711503,726682,741741,756669,771590,786578,802163,818174,834188,850387,866628
Comoros,COM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,29.1136750253686,29.397950693899,29.7043482521482,30.0302906552932,30.3732008585112,30.7305018169792,31.0996559689293,31.4073645195839,31.7287584068243,32.0638072194881,32.4124444313246,32.7746035528748,33.1502180946901,33.5392215673301
Comoros,COM,Rural population (% of total population),SP.RUR.TOTL.ZS,70.8863249746314,70.602049306101,70.2956517478518,69.9697093447068,69.6267991414888,69.2694981830208,68.9003440310707,68.5926354804161,68.2712415931757,67.9361927805119,67.5875555686754,67.2253964471252,66.8497819053099,66.4607784326699
Comoros,COM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,32.3982,41.5931,49.9144,53.8297,58.4556,61.2598,61.9708,64.6591,73.1292,97.4339,104.311,100.549,109.856,..
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,26392379641.765,30029369928.7318,34891189160.3002,38352980552.8665,40179574490.3032,38600224214.4728,37537521565.5308,46659954092.4862,46845900350.0332,46691989748.9186,59067289573.5102,70422346142.2023,69843655425.2929,70962185790.7094
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.59331721294959,8.66859360531922,9.62448879216879,7.30227750870263,6.35973756164829,0.393832798154563,4.24121047272719,6.07168870646615,0.555384294580819,0.775427992354622,6.42961005647355,9.31116944064918,8.5334898318451,6.12675551779212
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,70849311,73254618,75789395,78403242,81035531,83956415,87083398,90047644,92947442,95989998,99148932,102396968,105789731,109276265
"Congo, Dem. Rep.",COD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.7849692825859,40.1770385579151,40.5675263197158,40.9563873534225,41.3435764444694,41.7290483782911,42.1127579403217,42.4946599159958,42.8747090907476,43.2528602500115,43.6290681792218,44.003287663813,44.3754734892194,44.7455804408753
"Congo, Dem. Rep.",COD,Rural population (% of total population),SP.RUR.TOTL.ZS,60.2150307174141,59.8229614420849,59.4324736802842,59.0436126465775,58.6564235555306,58.2709516217089,57.8872420596783,57.5053400840042,57.1252909092524,56.7471397499885,56.3709318207782,55.996712336187,55.6245265107806,55.2544195591247
"Congo, Dem. Rep.",COD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,22.0819,27.4285,37.2505,47.3232,46.5879,34.4099,40.6223,40.5014,39.94,42.5028,47.2883,48.6774,53.1889,..
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,15655383576.6515,17692911296.3044,17958720699.0868,17919321078.0284,12434793867.3568,10931328150.8478,11834473039.3645,14773900288.5135,13976637779.9763,11468687464.0046,14825690210.9157,15817030154.6941,15321055822.5167,15719986076.6464
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.20591936286718,9.94715314257564,-0.712434451876447,6.64606540928447,0.415193061293763,-8.68524343913786,-5.59477371915547,-2.30431780125842,1.12447391976529,-6.26777227963225,1.01507036990908,1.47535613247133,1.90686426346754,2.57966943921721
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,4609724,4740450,4857099,4975880,5097581,5222536,5351011,5483118,5616661,5752791,5892183,6035104,6182885,6332961
"Congo, Rep.",COG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.5597508130231,62.7187169094345,62.8682817180686,63.0075415618859,63.135592763847,63.2515316469123,63.3544545340423,63.4434577481975,63.5176376123385,63.5760904494257,63.6179125824196,63.6422003342807,63.6626757615625,63.8866111699904
"Congo, Rep.",COG,Rural population (% of total population),SP.RUR.TOTL.ZS,37.4402491869769,37.2812830905655,37.1317182819314,36.9924584381141,36.864407236153,36.7484683530877,36.6455454659577,36.5565422518025,36.4823623876615,36.4239095505743,36.3820874175804,36.3577996657193,36.3373242384375,36.1133888300096
"Congo, Rep.",COG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,84.2731,90.3529,95.9371,99.08,102.323,103.858,94.4868,91.189,91.0654,97.6561,95.8615,93.6259,94.8715,..
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,36693710801.3976,36302302877.2977,42760235484.6093,48843005613.7091,45815005169.2651,48407761036.8238,52512343996.69,58522477786.6889,60382894697.3557,63027852805.4204,72794636653.7793,70922824813.9102,80780312569.1646,87113179149.284
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.37044724000579,7.62041176451649,10.7602131311256,9.37199994240375,7.19494942728191,7.17275963956332,7.41076242592504,4.84314605889178,6.72137167584978,0.699728593494228,7.06332910205232,6.39988362720531,6.60000045223954,6.01953461940062
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,22982000,23467078,23939775,24527395,25246342,25989405,26733372,27464173,28193009,28915449,29639736,30395002,31165654,31934230
Cote d'Ivoire,CIV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.6797551269623,48.1242507553354,48.5702332186208,49.0173144557368,49.4694894689553,49.929991034032,50.3977309654344,50.8718477756395,51.3514799771241,51.8357660823651,52.3183461956059,52.8492549676673,53.4075201638704,53.9733113940142
Cote d'Ivoire,CIV,Rural population (% of total population),SP.RUR.TOTL.ZS,52.3202448730377,51.8757492446646,51.4297667813792,50.9826855442632,50.5305105310447,50.070008965968,49.6022690345656,49.1281522243605,48.6485200228759,48.1642339176349,47.6816538043941,47.1507450323327,46.5924798361296,46.0266886059858
Cote d'Ivoire,CIV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,75.4688,77.1273,80.9987,90.122,100.639,105.625,118.755,123.098,132.574,138.664,150.344,161.232,171.989,..
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1239144501.77525,1353632941.5207,2044440443.16654,2220637966.25047,2424391785.43897,2604955228.70117,2762581334.22612,2913464658.08768,3088851450.30694,3144136196.6228,3392796953.08939,3562814908.76149,3898447007.38798,4152145939.98458
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,7.19298728463697,7.30898563450799,7.1234323372872,5.458091517212,4.77433934943193,5.54508081154978,1.2021151728969,4.40715667561153,5.16653702854374,6.80733529403308,6.98048467276334
Djibouti,DJI,"Population, total",SP.POP.TOTL,948558,966747,984824,1002717,1020313,1037653,1054841,1071882,1088709,1105188,1121248,1137096,1152944,1168722
Djibouti,DJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.6776532458676,70.7266311335377,70.7969331287484,70.8899032189478,71.0068853915837,71.1492236341041,71.318261933957,71.5153442785902,71.7418146554518,71.9990170519895,72.2882954556515,72.6109938538856,72.8408245988921,72.9052635052978
Djibouti,DJI,Rural population (% of total population),SP.RUR.TOTL.ZS,29.3223467541324,29.2733688664623,29.2030668712516,29.1100967810522,28.9931146084163,28.8507763658959,28.681738066043,28.4846557214098,28.2581853445482,28.0009829480105,27.7117045443485,27.3890061461144,27.1591754011079,27.0947364947022
Djibouti,DJI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,20.3518,21.9776,24.7885,28.6271,30.8092,33.2718,35.3657,36.8545,38.0144,39.2725,43.6424,46.7771,48.4505,..
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,248362771739.13,262588632526.73,318678815489.749,383817841547.099,424671765455.704,476747720364.742,395926075163.006,389059911003.566
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.7645719489982,2.22619979863525,2.18546605362143,2.91591187985748,4.37201907790141,4.34664345555447,4.18122099994778,5.3311086189448,5.55209307156956,3.55016483786838,3.29064601202211,6.58784560886967,3.76028052279247,2.3991692678251
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,91093059,93161001,95333553,97528654,99597342,101644589,103696057,105682094,107553158,109315124,110957008,112618250,114535772,116538258
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.8634168470177,42.8118514138525,42.7514277188751,42.6825522284408,42.6056314089048,42.5210717266225,42.4486008687179,42.4577177449969,42.4812027332648,42.5181534630674,42.5686062621468,42.6325129008032,42.7098115041919,42.8004363938404
